X_obs,X_true,x_noise,x_bias,a,y,split,domain_id,env_range_start,env_range_end
-5.314123180534048,-3.6663823962379407,-1.6477407842961067,-13.442359875443463,0,-16.884719750886926,train,0,-4.0,-3.2
-3.0455491347955235,-3.4237404052462734,0.3781912704507501,-11.721998362515917,1,-1.721998362515917,train,0,-4.0,-3.2
-2.984515723044084,-3.999908500146124,1.0153927771020401,-15.999268009541217,1,-5.9992680095412165,train,0,-4.0,-3.2
-4.789553070892912,-3.758133941894528,-1.0314191289983836,-14.123570725219704,0,-18.247141450439408,train,0,-4.0,-3.2
-3.4619401129493808,-3.8825952873463097,0.42065517439692884,-15.074546165323772,0,-20.149092330647544,train,0,-4.0,-3.2
-5.50086921766988,-3.926129124184962,-1.574740093484918,-15.414489899773375,1,-5.4144898997733755,train,0,-4.0,-3.2
-3.897426442017125,-3.8509918308978635,-0.046434611119261344,-14.830138081642078,1,-4.830138081642078,train,0,-4.0,-3.2
-5.662478244009516,-3.723551418365562,-1.9389268256439538,-13.864835165212186,1,-3.8648351652121864,train,0,-4.0,-3.2
-2.3368847707326674,-3.682586020615464,1.3457012498827967,-13.56143979923244,1,-3.5614397992324403,train,0,-4.0,-3.2
-3.078265967273121,-3.5689466127973146,0.4906806455241933,-12.737379924997425,1,-2.737379924997425,train,0,-4.0,-3.2
-3.694184735528298,-3.664644388477364,-0.029540347050934026,-13.429618493998634,1,-3.4296184939986336,train,0,-4.0,-3.2
-4.382018342685584,-3.4518243996825926,-0.9301939430029915,-11.915091686244091,1,-1.9150916862440912,train,0,-4.0,-3.2
-2.307931084024254,-3.836438200214786,1.528507116190532,-14.718258064067266,0,-19.43651612813453,train,0,-4.0,-3.2
-0.9369839517815626,-3.297506050887244,2.3605220991056814,-10.873546155637987,1,-0.8735461556379871,train,0,-4.0,-3.2
-6.207668162777761,-3.978089925441659,-2.2295782373361024,-15.825199454900424,1,-5.8251994549004245,train,0,-4.0,-3.2
-1.9802291553138942,-3.4636259918572785,1.4833968365433843,-11.996705011469317,1,-1.9967050114693166,train,0,-4.0,-3.2
-1.712975254327611,-3.6661561581062987,1.9531809037786876,-13.440700975620736,1,-3.440700975620736,train,0,-4.0,-3.2
-3.147434101354028,-3.553048137243399,0.4056140358893709,-12.624151065568787,0,-15.248302131137574,train,0,-4.0,-3.2
-5.326812087926036,-3.887690449123813,-1.439121638802223,-15.114137028208514,1,-5.114137028208514,train,0,-4.0,-3.2
-2.8055044276792716,-3.841518808732097,1.0360143810528257,-14.75726675784247,1,-4.757266757842469,train,0,-4.0,-3.2
-3.5765087075533515,-3.3594043450595708,-0.21710436249378054,-11.285597553605124,0,-12.571195107210247,train,0,-4.0,-3.2
-3.950095492776391,-3.225390739424482,-0.7247047533519088,-10.403145421965208,0,-10.806290843930416,train,0,-4.0,-3.2
-5.22533042027296,-3.7492606574726057,-1.476069762800354,-14.056955477671917,1,-4.0569554776719166,train,0,-4.0,-3.2
-2.78549691229309,-3.4461419074645487,0.6606449951714585,-11.875894046383399,0,-13.751788092766798,train,0,-4.0,-3.2
-2.3475204390599522,-3.2988886781631694,0.9513682391032172,-10.882666510913143,1,-0.8826665109131433,train,0,-4.0,-3.2
-4.032551544812672,-3.2843146691969225,-0.7482368756157499,-10.78672284630209,0,-11.573445692604182,train,0,-4.0,-3.2
-3.3072730264161327,-3.9319646309041776,0.624691604488045,-15.460345858681425,1,-5.460345858681425,train,0,-4.0,-3.2
-5.341965840961465,-3.968756173413694,-1.3732096675477712,-15.751025564009307,1,-5.751025564009307,train,0,-4.0,-3.2
