x_true,epsilon,x_obs,y,split
-0.50183952461055,0.6253469140552059,0.12350738944465589,0.14372684430996704,train
1.8028572256396647,0.7742587031400684,2.577115928779733,1.955880349489011,train
0.9279757672456204,0.6667253592041381,1.5947011264497584,1.35349181078189,train
0.3946339367881464,0.10749681750629858,0.502130754294445,0.5332465611091163,train
-1.375925438230254,-0.2368061043687913,-1.6127315425990452,-2.925276677331697,train
-1.3760219186551894,-0.18152794038421402,-1.5575498590394035,-2.785776104420324,train
-1.7676655513272022,-0.2338899364232172,-2.0015554877504194,-4.004667915164721,train
1.4647045830997407,1.3605241162404773,2.825228699340218,2.1232363561005383,train
0.4044600469728352,0.7122680667370342,1.1167281137098695,1.0355817910714775,train
0.832290311184182,-3.528466361597136,-2.696176050412954,-6.396195279421557,train
-1.9176620228167902,0.7870809318357131,-1.1305810909810772,-1.812417596667863,train
1.8796394086479773,0.2336834336625298,2.1133228423105073,1.6680664703606567,train
1.329770563201687,-0.0224505077350769,1.30732005546661,1.1677744507311023,train
-1.1506435572868954,-0.466222143706663,-1.6168657009935583,-2.935860187211424,train
-1.2727001311715975,1.3489352639832162,0.07623513281161864,0.08976077388149563,train
-1.2663819605862647,1.1370317545474293,-0.1293502060388354,-0.1603479009794072,train
-0.7830310281618491,-0.9274532013883309,-1.7104842295501799,-3.18053096581568,train
0.09902572652895136,0.4884627445494421,0.5874884710783934,0.6115817221626245,train
-0.27221992543153695,-1.1659880814495431,-1.43820800688108,-2.495124801374613,train
-0.8350834392078323,-1.6555417977467166,-2.490625236954549,-5.622208581399522,train
0.4474115788895179,-0.7520606695079581,-0.30464909061844025,-0.39483596964611345,train
-1.4420245573918327,1.0348721668593104,-0.4071523905325223,-0.5416895344427627,train
-0.8314214058591274,1.143750054451304,0.31232864859217657,0.34705299314310883,train
-0.5345526268252332,0.6157025041167515,0.08114987729151835,0.09543098179932616,train
-0.17572006313185629,0.8701149442175965,0.6943948810857402,0.7053598958169595,train
1.1407038455720544,0.6194139445379501,1.7601177901100045,1.4553804912731523,train
-1.201304871366561,-0.7697779142675426,-1.9710827856341036,-3.913748871037944,train
0.05693775365444642,0.5183070536087288,0.5752448072631752,0.6005394070607916,train
0.36965827544816987,0.9604914302732187,1.3301497057213885,1.1830617516153643,train
-1.814198349120009,0.9051495957762891,-0.90904875334372,-1.3763299091675305,train
0.43017940760575346,1.4266960457695714,1.856875453375325,1.5139786793142795,train
-1.3179035052508339,0.8499646166412765,-0.46793888860955735,-0.6323398615063937,train
-1.739793628058882,0.42173784904989947,-1.3180557790089824,-2.2173392522578634,train
1.795542149013333,1.284180285979713,3.079722434993046,2.3107705107019996,train
1.8625281322982374,-0.03182551109887207,1.8307026211993653,1.4981789560111098,train
1.2335893924658445,-1.0582495814732613,0.17533981099258322,0.20145409118526167,train
-0.7815449233065173,-0.19568035673251666,-0.977225280039034,-1.5058221149687527,train
-1.6093115439744645,-0.8938831737677388,-2.503194717742203,-5.667877676617044,train
0.7369321060486276,-0.8102139299692578,-0.0732818239206302,-0.08956893341666737,train
-0.2393900250415948,-0.1734224048586214,-0.41281242990021616,-0.5500165995468717,train
-1.5118470606208847,-0.9509039051999535,-2.462750965820838,-5.521690610158572,train
-0.01929235955491926,-0.36955383556684834,-0.3888461951217676,-0.5149155469282692,train
-1.8624459155391264,-2.272337600344543,-4.134783515883669,-13.625173459725644,train
1.6372816083151283,0.25595244884752627,1.8932340571626545,1.5358795832270389,train
-0.9648800735999323,0.0014465704346690843,-0.9634335031652632,-1.479294585414072,train
0.6500891374159279,-0.9805063572818287,-0.3304172198659008,-0.43105699950097964,train
-0.7531556956423562,0.791094802118886,0.03793910647652987,0.04509784546335185,train
0.08027208471124325,1.12508416515187,1.2053562498631132,1.0981245148585983,train
0.1868411173731186,-1.9290718372427689,-1.7422307198696503,-3.2657027866624615,train
-1.2605821778978918,-0.915269734279457,-2.175851912177349,-4.546381974845436,train
1.8783385110582342,-0.9229708197447578,0.9553676913134764,0.9162225165644469,train
1.1005312934444582,-1.1278837213306376,-0.02735242788617942,-0.03304838325000585,train
1.7579957662567565,0.9953698103180981,2.7533655765748546,2.073398342673917,train
1.5793094017105953,-0.23259136652736423,1.346718035183231,1.1940905246210525,train
0.39159991524434057,-0.3174178095727329,0.07418210567160766,0.0873880425153712,train
1.6874969400924673,-2.404634837288104,-0.7171378971956366,-1.0332922321229918,train
-1.646029991792322,0.7625016362510716,-0.8835283555412504,-1.3289058324457295,train
